Rank,URL,Name,Industry,IncorporationYear,RevenueRsCrore,RevenueChange,NetOperatingIncomeRsCrore,NetOperatingIncomeChange,ProfitRsCrore,ProfitChange,AssetsRsCrore,AssetsChange,NetWorthRsCrore,NetWorthChange,EquityDividendRsCrore,EquityDividendChange,EmployeeCostRsCrore,EmployeeCostChange
380,https://www.fortuneindia.com/fortune-500/company/finolex-cables?year=2017,Finolex Cables,consumer durables,1967,2723.25,9.01,2444.84,3.58,400.25,21.77,2147.83,17.21,2056.51,21.25,0,0,119.19,11.16
381,https://www.fortuneindia.com/fortune-500/company/kirloskar-brothers?year=2017,Kirloskar Brothers,capital goods,1920,2722.95,0.42,2656.82,0.56,3.83,0,1388.71,5.02,898.07,2.64,0,0,468.6,8.86
382,https://www.fortuneindia.com/fortune-500/company/amtek-auto?year=2017,Amtek Auto,auto ancillaries,1988,2719.29,32.14,1966.76,35.07,2533.46,0,14403.79,26.84,0,0,0,0,132.34,0.92
383,https://www.fortuneindia.com/fortune-500/company/blue-dart-express?year=2017,Blue Dart Express,transport logistics,1991,2715.66,4.54,2689.5,4.94,139.84,28.95,961.45,9.32,429.48,12.46,0,0,554.85,5.63
384,https://www.fortuneindia.com/fortune-500/company/bilcare?year=2017,Bilcare,packaging,1987,2693.36,9.98,2632.92,1.15,84.54,0,2873.02,5.35,613.56,13.92,0,0,527.43,3.32
385,https://www.fortuneindia.com/fortune-500/company/ht-media?year=2017,HT Media,media & entertainment,2002,2681.65,0.9,2452.09,1.98,170.25,1.86,3677.95,7.36,2231.89,7.21,0,0,583.53,6.35
386,https://www.fortuneindia.com/fortune-500/company/beml?year=2017,BEML,capital goods,1964,2680.99,3.28,2494.22,16.15,84.76,31.66,3137.4,2.65,2182.37,2.49,0,0,785.11,3.37
387,https://www.fortuneindia.com/fortune-500/company/bnp-paribas?year=2017,BNP Paribas,banking,1860,2680.08,11.61,2334.29,19.19,354.98,4.29,32764.19,13.33,5098.02,31.13,0,0,177.65,0.59
388,https://www.fortuneindia.com/fortune-500/company/ivrcl?year=2017,IVRCL,engineering & construction,1987,2670.02,12.76,2589.2,13.31,576.89,0,10642.75,0.68,790.19,0,0,0,159.87,13.49
389,https://www.fortuneindia.com/fortune-500/company/heritage-foods?year=2017,Heritage Foods,food & agri products,1992,2628.87,8.85,2642.89,11.02,66.82,20.55,475.46,24.49,300.68,25.34,0,0,164.73,17.67
390,https://www.fortuneindia.com/fortune-500/company/jayaswal-neco-industries?year=2017,Jayaswal Neco Industries,iron & steel,1972,2626.44,1.44,2516.42,4.41,459.31,0,5826.48,6.55,1637.27,22.79,0,0,174.33,32.19
391,https://www.fortuneindia.com/fortune-500/company/asian-star-company?year=2017,Asian Star Company,gems & jewellery,1995,2607.16,25.67,2455.54,10.92,66.13,11.02,1891.1,4.44,839.99,7.27,2.41,0,65.25,35.15
392,https://www.fortuneindia.com/fortune-500/company/jubilant-foodworks?year=2017,Jubilant Foodworks,food & agri products,1995,2598.66,6.08,2583.39,5.96,57.77,40.38,805.66,5.71,805.3,5.68,0,0,594.75,3.16
393,https://www.fortuneindia.com/fortune-500/company/indiabulls-real-estate?year=2017,Indiabulls Real Estate,real estate,2006,2582.78,19.21,2320.34,21.6,396.89,34.06,15090.6,6.38,4042.99,1.25,0,0,116.09,1.5
394,https://www.fortuneindia.com/fortune-500/company/lakshmi-machine-works?year=2017,Lakshmi Machine Works,textiles & garments,1962,2578.86,13.22,2499.21,12.71,186.41,18,1658.62,1.39,1558.41,1.56,45.07,0,256.37,1.07
395,https://www.fortuneindia.com/fortune-500/company/sterlite-technologies?year=2017,Sterlite Technologies,capital goods,2000,2575.54,18.88,2448.85,14.22,201.38,31.01,2167.24,8.32,880.07,16.62,19.9,0,290.3,41.54
396,https://www.fortuneindia.com/fortune-500/company/sunil-hitech-engineers?year=2017,Sunil Hitech Engineers,infrastructure development,1998,2573.82,26.17,2559.61,26.63,39.46,26.1,1327.39,14.39,519.13,11.37,0,0,54.05,23.54
397,https://www.fortuneindia.com/fortune-500/company/magma-fincorp?year=2017,Magma Fincorp,non-banking financial services,1978,2561.76,4.55,2518.33,5.18,20.45,90.33,12507.53,13.15,2172.13,0.97,0,0,293.32,7.53
398,https://www.fortuneindia.com/fortune-500/company/sonata-software?year=2017,Sonata Software,infotech,1994,2559.17,28.56,2521.13,29.92,153.72,3.07,657.45,0.87,584.59,24.12,36.81,0,455.53,11.16
399,https://www.fortuneindia.com/fortune-500/company/puravankara?year=2017,Puravankara,real estate,1986,2555.92,37.63,1407.12,11.17,127.11,53.42,4472.05,0.04,2388.22,4.59,0,0,100.73,9.28
400,https://www.fortuneindia.com/fortune-500/company/kajaria-ceramics?year=2017,Kajaria Ceramics,consumer durables,1985,2552.36,2.52,2549.63,5.64,252.84,9.3,1474.61,9.13,1175.12,20.91,0,0,288.71,14.44
401,https://www.fortuneindia.com/fortune-500/company/bata-india?year=2017,Bata India,leather,1931,2548.53,0.1,2474.26,2.13,158.95,26.88,1428.3,7.89,1324.32,8.47,0,0,294.86,12.76
402,https://www.fortuneindia.com/fortune-500/company/emami?year=2017,Emami,fmcg,1983,2539.79,4.89,2493.04,5.71,340.01,6.35,2265.88,2.33,1754.7,8.88,39.72,0,233.55,12.39
403,https://www.fortuneindia.com/fortune-500/company/india-glycols?year=2017,India Glycols,basic materials,1983,2522.81,6.28,2499.57,7.54,35.04,0,2412.35,8.12,752.33,4.76,0,0,96.04,8.68
404,https://www.fortuneindia.com/fortune-500/company/garden-silk-mills?year=2017,Garden Silk Mills,textiles & garments,1979,2521.7,6.45,2447.87,2.58,102.08,0,1427.94,8.22,127.02,0,0,0,124.34,6.26
405,https://www.fortuneindia.com/fortune-500/company/venkys-india?year=2017,Venkys (India),food & agri products,1976,2521.37,16.34,2475.58,16.39,124.74,226.29,1085.53,7.39,531.04,26.75,7.04,0,145.87,13.57
406,https://www.fortuneindia.com/fortune-500/company/mangalore-chemicals-fertilizers?year=2017,Mangalore Chemicals & Fertilizers,"fert, agro chem",1966,2504.41,12.76,2487.47,16.22,19.41,0,1663.49,8.64,363.32,5.77,0,0,68.73,1.1
407,https://www.fortuneindia.com/fortune-500/company/mcnally-bharat-engineering-company?year=2017,Mcnally Bharat Engineering Company,capital goods,1961,2483.87,9.69,2171.79,19.37,56.94,0,3248.77,52.26,15.35,103.75,0,0,136.39,9.26
408,https://www.fortuneindia.com/fortune-500/company/dixon-technologies-india?year=2017,Dixon Technologies (India),consumer durables,1993,2483.78,75.04,2456.75,76.82,50.38,18.35,248.77,21.46,197.74,61.01,6.59,0,64.01,16.47
409,https://www.fortuneindia.com/fortune-500/company/sanofi-india?year=2017,Sanofi India,drugs & pharmaceuticals,1956,2474.6,12.07,2368.6,8,297,7.62,1775.6,6.5,1735.3,6.67,156.7,0,359.2,7.77
410,https://www.fortuneindia.com/fortune-500/company/indo-rama-synthetics-india?year=2017,Indo Rama Synthetics (India),textiles & garments,1986,2472.85,4.67,2468.04,2.67,81.43,0,829.88,11.89,501.7,16.61,0,0,104.53,1.14
411,https://www.fortuneindia.com/fortune-500/company/aia-engineering?year=2017,AIA Engineering,iron & steel,1991,2455.64,13.8,2246.01,7.03,456.77,0.02,2873.32,13.82,2717.25,16.99,37.73,0,106.71,4.18
412,https://www.fortuneindia.com/fortune-500/company/lycos-internet?year=2017,Lycos Internet,infotech,1999,2452,8.69,2452,8.69,429.25,7.44,2496.6,17.64,2408.55,18.53,0,0,145.42,6.43
413,https://www.fortuneindia.com/fortune-500/company/pg-hygiene-and-health-care?year=2017,P&G Hygiene and Health Care,fmcg,1964,2448.81,3.16,2320.4,1.98,432.73,2.42,530.29,67.97,1651.78,34.44,1175.08,0,114.1,2.77
414,https://www.fortuneindia.com/fortune-500/company/honeywell-automation-india?year=2017,Honeywell Automation India,consumer durables,1984,2442.05,10.68,2410.07,10.17,169.45,20.02,1193.72,15.28,1180.28,15.49,0,0,413.93,15.31
415,https://www.fortuneindia.com/fortune-500/company/asahi-india-glass?year=2017,Asahi India Glass,auto ancillaries,1984,2437.11,10.21,2374.56,7.5,131.33,51.04,1887.29,0.64,460.92,30.19,24.31,0,239.36,18.16
416,https://www.fortuneindia.com/fortune-500/company/spml-infra?year=2017,SPML Infra,infrastructure development,1981,2401.68,14.83,2219.61,9.05,7.34,0,2286.52,16.9,457.48,2.29,0,0,85.15,10.93
417,https://www.fortuneindia.com/fortune-500/company/infinite-computer-solutions-india?year=2017,Infinite Computer Solutions India,infotech,1999,2378.26,11.97,2366.28,12.24,120.88,0.12,1009.15,2.38,867.51,4.83,0,0,2021.7,15.33
418,https://www.fortuneindia.com/fortune-500/company/electrotherm-india?year=2017,Electrotherm (India),capital goods,1986,2375.35,15.99,2328.65,10.85,81.44,0,1819.09,6.47,1269.47,0,0,0,129.59,15.92
419,https://www.fortuneindia.com/fortune-500/company/essel-propack?year=2017,Essel Propack,packaging,1982,2366.52,9.21,2302.29,8.22,190.32,11.89,1866.36,9.68,1038.99,7.69,0,0,405.8,8.39
420,https://www.fortuneindia.com/fortune-500/company/jm-financial?year=2017,JM Financial,non-banking financial services,1986,2359.26,40.04,2304.77,41.48,470.2,17.41,15340.68,48.52,3332.7,14.55,51.59,0,305.81,15.88
421,https://www.fortuneindia.com/fortune-500/company/himachal-futuristic-communications?year=2017,Himachal Futuristic Communications,telecommunication,1987,2355.65,21.29,2377.56,17.23,122.93,20.99,1523.13,9.02,965.63,14.94,0,0,152.49,4.37
422,https://www.fortuneindia.com/fortune-500/company/pi-industries?year=2017,PI Industries,"fert, agro chem",1946,2354.24,9.41,2276.83,8.61,459.44,47.47,1786.93,32.28,1627.18,38.97,20.64,0,222.62,15.3
423,https://www.fortuneindia.com/fortune-500/company/godfrey-phillips-india?year=2017,Godfrey Phillips India,fmcg,1936,2334.21,1.33,2281.46,2.11,137.23,19.12,1838.15,1.56,1660.45,5.37,0,0,264.17,0
424,https://www.fortuneindia.com/fortune-500/company/mbl-infrastructures?year=2017,MBL Infrastructures,engineering & construction,1995,2331.99,1.31,2281.32,2.62,65.8,0,2570.71,17.41,0,0,0,0,36.17,23.53
425,https://www.fortuneindia.com/fortune-500/company/redington-india?year=2017,Redington India,consumer durables,1961,2331.55,10.8,2683.75,132.05,464.22,9.61,5094.42,11.06,3147.9,6.73,79.97,0,627.25,16.2
426,https://www.fortuneindia.com/fortune-500/company/shankara-building-products?year=2017,Shankara Building Products,retail trade,1995,2328.42,13.38,2310.14,13.47,60.27,47.97,618.17,20.15,393.69,35.24,0,0,49.4,19.64
427,https://www.fortuneindia.com/fortune-500/company/dcb-bank?year=2017,DCB Bank,banking,1995,2325.6,21.19,2076.15,22.24,199.68,2.65,22769.9,27.45,1948.38,11.85,0,0,308.03,25.68
428,https://www.fortuneindia.com/fortune-500/company/jagran-prakashan?year=2017,Jagran Prakashan,media & entertainment,1975,2324.18,6.95,2282.95,9.8,349.32,0.43,2716.67,19.65,2154.93,32.13,0,0,373.99,15.9
429,https://www.fortuneindia.com/fortune-500/company/sutlej-textiles-and-industries?year=2017,Sutlej Textiles and Industries,textiles & garments,2005,2312.69,9.93,2249.62,8.47,157.94,10.09,1872.65,24.68,815.97,19.41,0,0,265.67,20.84
430,https://www.fortuneindia.com/fortune-500/company/himatsingka-seide?year=2017,Himatsingka Seide,textiles & garments,1985,2301.98,19.82,2138.41,13.17,182.1,45.38,2542.4,31.92,1066.72,8.48,0,0,204.84,9.6
431,https://www.fortuneindia.com/fortune-500/company/bombay-dyeing-mfg-co?year=2017,Bombay Dyeing & Mfg Co,textiles & garments,1879,2286.73,11.67,1714.07,7.32,57.41,0,3942.86,2.87,342.72,8.45,14.46,0,93.07,8.92
432,https://www.fortuneindia.com/fortune-500/company/prime-focus?year=2017,Prime Focus,media & entertainment,1997,2278.85,19.66,2153.62,16.81,127.44,0,2424.94,2.04,556.48,36.34,0,0,1241.99,8.28
433,https://www.fortuneindia.com/fortune-500/company/db-corp?year=2017,DB Corp,media & entertainment,1995,2278.17,10,2258.01,10.18,374.76,28.31,1723.88,9.15,1594.4,14.09,73.55,0,428.59,9.64
434,https://www.fortuneindia.com/fortune-500/company/mercator?year=2017,Mercator,shipping,1983,2271.62,16.66,2115.39,21.85,28.81,0,2935.64,18.57,991.92,11.89,0,0,36.42,44.44
435,https://www.fortuneindia.com/fortune-500/company/page-industries?year=2017,Page Industries,textiles & garments,1994,2250.89,19.53,2130.13,18.63,266.28,15.01,765.03,20.96,665.78,25.65,80.31,0,375.62,20.13
436,https://www.fortuneindia.com/fortune-500/company/pnc-infratech?year=2017,PNC Infratech,engineering & construction,1999,2247.39,20.15,2252.33,20.6,118.28,43.31,4713.12,7.86,1461.03,7.6,16.11,0,118.96,24.89
437,https://www.fortuneindia.com/fortune-500/company/indo-count-industries?year=2017,Indo Count Industries,textiles & garments,1988,2231.9,3.44,2152.82,4.37,232.24,7.62,1167.59,11.27,846.18,34.23,7.9,0,106.76,19.15
438,https://www.fortuneindia.com/fortune-500/company/cochin-shipyard?year=2017,Cochin Shipyard,ship building,1972,2222.46,5.16,2059.49,3.49,312.18,7,2178.05,10.63,2031.02,11.34,86.66,0,216.67,3.63
439,https://www.fortuneindia.com/fortune-500/company/v-guard-industries?year=2017,V-Guard Industries,consumer durables,1996,2219.04,22.84,2150.63,15.48,151.8,35.92,664.49,33.24,637.11,35.33,0,0,137.51,24.07
440,https://www.fortuneindia.com/fortune-500/company/ifb-industries?year=2017,IFB Industries,consumer durables,1974,2217.79,19.81,2190.65,18.13,49.09,56.54,546.08,15.89,465.69,11.78,0,0,167.08,7.41
441,https://www.fortuneindia.com/fortune-500/company/pfizer?year=2017,Pfizer,drugs & pharmaceuticals,1950,2213.62,7.6,1966.26,2.29,336.78,10.43,2466.11,12.02,2418.88,11.8,0,0,303.89,9.57
442,https://www.fortuneindia.com/fortune-500/company/bs?year=2017,BS,telecommunication,2004,2211.25,48.62,2205.53,48.64,389.66,0,1743.43,20.87,0,0,0,0,16,10.61
443,https://www.fortuneindia.com/fortune-500/company/future-consumer?year=2017,Future Consumer,retail trade,1996,2207.08,27,2115.84,24.31,61.01,0,1426.72,22.95,888.5,60.24,0,0,98.06,0.14
444,https://www.fortuneindia.com/fortune-500/company/electrosteel-castings?year=2017,Electrosteel Castings,iron & steel,1955,2203.41,2.13,2119.75,3.83,165.25,0,4900.82,1.22,2636.4,5.85,21.48,0,237.48,3.66
445,https://www.fortuneindia.com/fortune-500/company/huhtamaki-ppl?year=2017,Huhtamaki PPL,packaging,1950,2200.75,6.27,2177.78,6.89,85.15,10.69,918.81,24.27,471.08,23.52,23.06,0,192.51,8.74
446,https://www.fortuneindia.com/fortune-500/company/prakash-industries?year=2017,Prakash Industries,iron & steel,1980,2187.34,6.59,2173.5,5.85,81,246.45,3185.34,5.55,2220.96,3.91,0,0,154.88,7.65
447,https://www.fortuneindia.com/fortune-500/company/pvr?year=2017,PVR,media & entertainment,1995,2181.68,14.04,2119.43,14.59,95.79,2.36,1832.19,15.37,965.01,9.51,0,0,220.51,18.59
448,https://www.fortuneindia.com/fortune-500/company/ge-power-india?year=2017,GE Power India,capital goods,1992,2177.99,18.68,1993.48,16.54,2.46,0,907.78,1.04,827.39,0.24,0,0,486.75,11.25
449,https://www.fortuneindia.com/fortune-500/company/wheels-india?year=2017,Wheels India,auto ancillaries,1960,2170.5,7.57,2172.87,9.34,60.26,46.51,841.96,4.44,467.32,12.83,6.02,0,252.34,8.85
450,https://www.fortuneindia.com/fortune-500/company/nahar-spinning-mills?year=2017,Nahar Spinning Mills,textiles & garments,1980,2168.94,6.17,2132.12,5.08,45.97,9.63,1594.7,12.69,856.27,5.61,0,0,196.85,0.06
451,https://www.fortuneindia.com/fortune-500/company/barclays-bank?year=2017,Barclays Bank,banking,1994,2162,4.66,1609.4,14.55,521.69,9.46,8326.1,4.24,6640.52,8.53,0,0,248.61,0.96
452,https://www.fortuneindia.com/fortune-500/company/carborundum-universal?year=2017,Carborundum Universal,"fert, agro chem",1954,2154.62,8.38,2112.49,8.67,174.87,21.35,1611.95,1.97,1380.42,16.01,18.86,0,271.51,8.53
453,https://www.fortuneindia.com/fortune-500/company/iti?year=2017,ITI,capital goods,1950,2151,16.39,1591.87,27.19,304.88,21.37,3044.42,24.65,1166.07,0,0,0,262.14,16.82
454,https://www.fortuneindia.com/fortune-500/company/wabco-india?year=2017,WABCO India,auto ancillaries,2004,2141.23,12.74,2067.49,12.83,213.48,4.97,1283.03,18.69,1266.42,18.6,0,0,191.11,9.27
455,https://www.fortuneindia.com/fortune-500/company/essar-shipping?year=2017,Essar Shipping,shipping,2010,2125.37,10.79,2187.8,27.64,583.45,0,4609.09,34.1,0,0,0,0,212.66,55.57
456,https://www.fortuneindia.com/fortune-500/company/gujarat-alkalies-chemicals?year=2017,Gujarat Alkalies & Chemicals,basic materials,1973,2119.24,3.71,2070.21,3.75,307.3,39.94,3789.57,15.06,3355.7,14.61,33.05,0,169.76,4.73
457,https://www.fortuneindia.com/fortune-500/company/the-fertilizers-chemicals-travancore?year=2017,The Fertilizers & Chemicals Travancore,"fert, agro chem",1943,2102.32,28.26,1935.53,8.97,199.44,0,1062.15,56.82,1511.6,0,0,0,220,12.32
458,https://www.fortuneindia.com/fortune-500/company/polaris-consulting-services?year=2017,Polaris Consulting & Services,infotech,1993,2099.98,1.43,2079.74,1.38,161.44,58.12,1091.3,16.81,1091.3,16.81,0,0,1384.44,3.47
459,https://www.fortuneindia.com/fortune-500/company/siyaram-silk-mills?year=2017,Siyaram Silk Mills,textiles & garments,1978,2098.96,3.13,2078.74,0.03,91.01,7.21,958.35,0.21,596.6,17.51,0,0,168.6,14.55
460,https://www.fortuneindia.com/fortune-500/company/ilfs-engineering-construction?year=2017,IL&FS Engineering & Construction,infrastructure development,1988,2095.68,7.58,1906.4,10.56,25.96,0,2929.09,21.11,83.65,0,0,0,105.49,25.09
461,https://www.fortuneindia.com/fortune-500/company/hsil?year=2017,HSIL,consumer durables,1960,2089.21,2.91,2078.17,5.02,100.29,7.56,2424.84,19.06,1446.53,4.33,0,0,286.59,14.37
462,https://www.fortuneindia.com/fortune-500/company/mahanagar-gas?year=2017,Mahanagar Gas,oil & gas,1995,2086.59,1.83,2033.97,2.13,393.43,26.55,1856.94,6.41,1840.04,6.46,233.98,0,80.87,7.67
463,https://www.fortuneindia.com/fortune-500/company/avadh-sugar-energy?year=2017,Avadh Sugar & Energy,sugar,2015,2078.13,0,1873,0,209.58,0,1661.82,0,327.02,0,0,0,78.77,0
464,https://www.fortuneindia.com/fortune-500/company/ramky-infrastructure?year=2017,Ramky Infrastructure,engineering & construction,1994,2069.9,11.19,1718.6,16.09,6.04,0,3586.52,4.13,349.96,1.67,0,0,47.82,1.24
465,https://www.fortuneindia.com/fortune-500/company/nilkamal?year=2017,Nilkamal,consumer durables,1985,2061.52,5.63,2023.96,5.06,122.53,7.43,888.5,12.98,737.74,18.35,5.97,0,154.57,7.83
466,https://www.fortuneindia.com/fortune-500/company/mcleod-russel-india?year=2017,Mcleod Russel India,tea & coffee,1998,2058.83,2.47,1870.82,2.88,58.57,109.1,2969.94,4.76,1613.48,0.98,0,0,839.77,11.88
467,https://www.fortuneindia.com/fortune-500/company/natco-pharma?year=2017,Natco Pharma,drugs & pharmaceuticals,1981,2052.9,86.59,2020.2,93.82,486,209.36,1897.7,33.03,1649.3,27.29,0,0,243.2,35.26
468,https://www.fortuneindia.com/fortune-500/company/sintex-industries?year=2017,Sintex Industries,diversified,1931,2043.59,101.05,1921.32,104.21,134.25,78.64,8131.36,32.05,3912.86,29.54,0,0,95.92,57.48
469,https://www.fortuneindia.com/fortune-500/company/au-small-finance-bank?year=2017,AU Small Finance Bank,small finance bank,1996,2041.82,68.18,1440.78,19.15,761.87,209.02,9186.28,23.73,1987.59,86.36,0,0,185.13,0.4
470,https://www.fortuneindia.com/fortune-500/company/ajanta-pharma?year=2017,Ajanta Pharma,drugs & pharmaceuticals,1979,2036.12,11.89,2001.64,14.42,506.83,21.95,1577.73,23.72,1567.68,31.64,0,0,295.42,15.11
471,https://www.fortuneindia.com/fortune-500/company/responsive-industries?year=2017,Responsive Industries,plastic products,1982,2032.1,10.58,2008.15,10.72,30.05,64.84,1440.53,1.83,911.65,3.42,0,0,12.2,4.54
472,https://www.fortuneindia.com/fortune-500/company/trent?year=2017,Trent,retail trade,1952,2030.44,14.23,1949.03,15.59,84.86,54.01,1957.77,3.76,1547.69,5.69,0,0,192.53,17.52
473,https://www.fortuneindia.com/fortune-500/company/hindusthan-national-glass-industries?year=2017,Hindusthan National Glass & Industries,packaging,1946,2026.95,10.73,1860.6,17.48,114.39,0,2993.3,11.86,398.02,22.87,0,0,211.15,4.68
474,https://www.fortuneindia.com/fortune-500/company/tvs-srichakra?year=2017,TVS Srichakra,tyres & tubes,1982,2019.25,9.05,1960.52,10.26,147.62,20.69,971.26,49.49,561.09,36.15,0,0,206.84,4.18
475,https://www.fortuneindia.com/fortune-500/company/orient-cement?year=2017,Orient Cement,cement,2011,2013.31,27.29,2010.12,27.85,32.1,0,2375.09,0.2,987.18,5.09,0,0,121.29,35.1
476,https://www.fortuneindia.com/fortune-500/company/brigade-enterprises?year=2017,Brigade Enterprises,real estate,1995,2009.71,11.64,2024.14,0.68,153.08,23.51,4611.36,8.87,1686.62,10.27,0,0,143.32,14.45
477,https://www.fortuneindia.com/fortune-500/company/omaxe?year=2017,Omaxe,real estate,1989,1988.94,18.57,1626.75,17.39,102.09,33.02,4457.33,7.41,2118.62,4.34,0,0,77.98,0.9
